IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Canada,NA,85
Population with household expenditures on health > 10% of total household expenditure or income (%),Canada,NA,3.5
Population with household expenditures on health > 25% of total household expenditure or income (%),Canada,NA,0.8
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Canada,SEX_FMLE,10.4
Prevalence of obesity among children and adolescents (5–19 years) (%),Canada,SEX_BTSX,10.94
Prevalence of overweight in children under 5 (%),Canada,NA,11.1
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Canada,NA,9.59
Proportion of births attended by skilled health personnel (%),Canada,NA,97.6
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Canada,NA,3
Proportion of population using safely-managed drinking-water services (%),Canada,NA,99.04
Proportion of population using safely-managed sanitation services (%),Canada,NA,83.93
Proportion of population with primary reliance on clean fuels and technology (%),Canada,NA,100
Proportion of safely treated domestic wastewater flows (%),Canada,NA,68.89
Reported number of people requiring interventions against NTDs,Canada,NA,0
Road traffic mortality rate (per 100 000 population),Canada,NA,4.7
Suicide mortality rate (per 100 000 population),Canada,NA,9.44
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Canada,SEX_BTSX,9.9
Tuberculosis incidence (per 100 000 population),Canada,NA,5.7
UHC: Service coverage index,Canada,NA,91.04
Under-five mortality rate (per 1000 live births),Canada,SEX_BTSX,4.94
Adolescent birth rate (per 1000 women),Central African Republic,AGEGROUP_YEARS15-19,184.36
Adolescent birth rate (per 1000 women),Central African Republic,AGEGROUP_YEARS10-14,7.97
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Central African Republic,SEX_BTSX,305.14
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Central African Republic,SEX_BTSX,41.3
Age-standardized prevalence of obesity among adults (18+ years) (%),Central African Republic,SEX_BTSX,9.3
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Central African Republic,NA,9.48
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Central African Republic,NA,32.17
Average of 15 International Health Regulations core capacity scores,Central African Republic,NA,29.67
Density of dentists (per 10 000 population) ,Central African Republic,NA,0
Density of medical doctors (per 10 000 population) ,Central African Republic,NA,0.21
Density of nursing and midwifery personnel (per 10 000 population) ,Central African Republic,NA,1.91
Density of pharmacists (per 10 000 population) ,Central African Republic,NA,0
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Central African Republic,NA,42
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Central African Republic,NA,6.42
Healthy life expectancy at birth (years),Central African Republic,SEX_FMLE,47.29
Healthy life expectancy at birth (years),Central African Republic,SEX_BTSX,45.43
Healthy life expectancy at birth (years),Central African Republic,SEX_MLE,43.78
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Central African Republic,NA,3.75
Life expectancy at birth (years),Central African Republic,SEX_BTSX,52.31
Life expectancy at birth (years),Central African Republic,SEX_MLE,49.57
Life expectancy at birth (years),Central African Republic,SEX_FMLE,55.38
Malaria incidence (per 1000 population at risk),Central African Republic,NA,310.59
Maternal mortality ratio (per 100 000 live births),Central African Republic,NA,835.27
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Central African Republic,SEX_BTSX,97
Mortality rate due to homicide (per 100 000 population),Central African Republic,NA,18.98
Mortality rate from unintentional poisoning (per 100 000 population),Central African Republic,NA,1.43
Neonatal mortality rate (per 1000 live births),Central African Republic,SEX_BTSX,31.72
New HIV infections (per 1000 uninfected population),Central African Republic,SEX_BTSX,1.57
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Central African Republic,NA,0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Central African Republic,NA,40
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Central African Republic,SEX_FMLE,46.8
Prevalence of obesity among children and adolescents (5–19 years) (%),Central African Republic,SEX_BTSX,5.03
Prevalence of overweight in children under 5 (%),Central African Republic,NA,2.6
Prevalence of stunting in children under 5 (%),Central African Republic,NA,39.8
Prevalence of wasting in children under 5 (%),Central African Republic,NA,5.4
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Central African Republic,NA,32.74
Proportion of births attended by skilled health personnel (%),Central African Republic,NA,40.3
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Central African Republic,NA,21
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Central African Republic,NA,29
Proportion of population using a hand-washing facility with soap and water (%),Central African Republic,NA,22.18
Proportion of population using safely-managed drinking-water services (%),Central African Republic,NA,6.13
Proportion of population using safely-managed sanitation services (%),Central African Republic,NA,13.35
Proportion of population with primary reliance on clean fuels and technology (%),Central African Republic,NA,1
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Central African Republic,SEX_FMLE,27.6
Reported number of people requiring interventions against NTDs,Central African Republic,NA,6389657
Road traffic mortality rate (per 100 000 population),Central African Republic,NA,25.9
Suicide mortality rate (per 100 000 population),Central African Republic,NA,9.91
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Central African Republic,SEX_BTSX,1.99
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Central African Republic,NA,11.29
Tuberculosis incidence (per 100 000 population),Central African Republic,NA,540
UHC: Service coverage index,Central African Republic,NA,32.26
Under-five mortality rate (per 1000 live births),Central African Republic,SEX_BTSX,96.78
Adolescent birth rate (per 1000 women),Chad,AGEGROUP_YEARS10-14,3.87
Adolescent birth rate (per 1000 women),Chad,AGEGROUP_YEARS15-19,138.45
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Chad,SEX_BTSX,227.43
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Chad,SEX_BTSX,37.9
Age-standardized prevalence of obesity among adults (18+ years) (%),Chad,SEX_BTSX,6.69
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Chad,SEX_BTSX,7.4
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Chad,NA,28.28
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Chad,NA,54.01
Average of 15 International Health Regulations core capacity scores,Chad,NA,32.07
Density of dentists (per 10 000 population) ,Chad,NA,0.01
Density of medical doctors (per 10 000 population) ,Chad,NA,0.85
Density of nursing and midwifery personnel (per 10 000 population) ,Chad,NA,2.1
Density of pharmacists (per 10 000 population) ,Chad,NA,0.09
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Chad,NA,60
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Chad,NA,4.87
Healthy life expectancy at birth (years),Chad,SEX_MLE,51.12
Healthy life expectancy at birth (years),Chad,SEX_BTSX,51.52
Healthy life expectancy at birth (years),Chad,SEX_FMLE,51.92
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Chad,NA,10.79
Life expectancy at birth (years),Chad,SEX_FMLE,60.67
Life expectancy at birth (years),Chad,SEX_BTSX,59.09
Life expectancy at birth (years),Chad,SEX_MLE,57.53
Malaria incidence (per 1000 population at risk),Chad,NA,207.41
Maternal mortality ratio (per 100 000 live births),Chad,NA,1063.49
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Chad,NA,2
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Chad,SEX_BTSX,99.2
Mortality rate due to homicide (per 100 000 population),Chad,NA,8.46
Mortality rate from unintentional poisoning (per 100 000 population),Chad,NA,1.17
Neonatal mortality rate (per 1000 live births),Chad,SEX_BTSX,31.64
New HIV infections (per 1000 uninfected population),Chad,SEX_BTSX,0.22
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Chad,NA,0
Population with household expenditures on health > 10% of total household expenditure or income (%),Chad,NA,9.3
Population with household expenditures on health > 25% of total household expenditure or income (%),Chad,NA,1.4
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Chad,SEX_FMLE,45.4
Prevalence of obesity among children and adolescents (5–19 years) (%),Chad,SEX_BTSX,3.47
Prevalence of overweight in children under 5 (%),Chad,NA,3.2
Prevalence of stunting in children under 5 (%),Chad,NA,32.3
Prevalence of wasting in children under 5 (%),Chad,NA,7.8
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Chad,NA,23.98
Proportion of births attended by skilled health personnel (%),Chad,NA,47.2
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Chad,NA,16
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Chad,NA,29
Proportion of population using a hand-washing facility with soap and water (%),Chad,NA,26.2
Proportion of population using safely-managed drinking-water services (%),Chad,NA,6.25
Proportion of population using safely-managed sanitation services (%),Chad,NA,10.91
Proportion of population with primary reliance on clean fuels and technology (%),Chad,NA,9.5
Proportion of safely treated domestic wastewater flows (%),Chad,NA,2.32
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Chad,SEX_FMLE,17.5
Reported number of people requiring interventions against NTDs,Chad,NA,6806996
Road traffic mortality rate (per 100 000 population),Chad,NA,26.4
Suicide mortality rate (per 100 000 population),Chad,NA,5.21
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Chad,SEX_BTSX,3.73
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Chad,NA,7.01
Tuberculosis incidence (per 100 000 population),Chad,NA,140
UHC: Service coverage index,Chad,NA,29.4
Under-five mortality rate (per 1000 live births),Chad,SEX_BTSX,102.86
Adolescent birth rate (per 1000 women),Chile,AGEGROUP_YEARS10-14,0.38
Adolescent birth rate (per 1000 women),Chile,AGEGROUP_YEARS15-19,15.6
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Chile,SEX_BTSX,17.89
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Chile,SEX_BTSX,36.1
Age-standardized prevalence of obesity among adults (18+ years) (%),Chile,SEX_BTSX,38.91
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Chile,SEX_BTSX,28.7
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Chile,NA,22.16
Average of 15 International Health Regulations core capacity scores,Chile,NA,83.13
Density of dentists (per 10 000 population) ,Chile,NA,15.78
Density of medical doctors (per 10 000 population) ,Chile,NA,31.7
Density of nursing and midwifery personnel (per 10 000 population) ,Chile,NA,49.68
Density of pharmacists (per 10 000 population) ,Chile,NA,6.67
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Chile,NA,96
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Chile,NA,15.52
